"";"Lp";"DataPoczatku";"DataKonca";"SumaUbezpieczenia";"Odnowienia";"Ulica";"KodPocztowy";"Miasto";"Wojewodztwo";"Kraj";"ReasekuracjaO";"ReasekuracjaF";"Szerokosc";"Dlugosc";"Flaga_1";"Flaga_2";"Nr_Wojewodztwa"
"928192";"2023-10-20";"2024-10-19";83300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928195";"2023-10-20";"2024-10-19";194570;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928196";"2023-10-20";"2024-10-19";194570;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928197";"2023-10-20";"2024-10-19";192570;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928226";"2023-10-10";"2026-09-09";348027;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928227";"2023-10-10";"2026-09-09";368634;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928243";"2023-10-02";"2024-10-01";8e+05;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928275";"2023-10-04";"2028-10-03";170940;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928287";"2023-10-12";"2027-10-11";89436;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928306";"2023-10-02";"2026-09-01";115866;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928337";"2023-10-04";"2026-09-03";25965;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928360";"2023-10-17";"2024-10-16";134588;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928366";"2023-10-17";"2024-10-16";241000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928388";"2023-10-16";"2024-10-15";196400;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928397";"2023-10-17";"2026-10-16";65061;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928430";"2023-09-29";"2026-08-28";91918;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928440";"2023-10-16";"2028-10-15";303090;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928453";"2023-09-18";"2027-09-17";101366;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928503";"2023-10-22";"2024-04-21";37000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928510";"2023-10-23";"2024-10-22";4786;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928522";"2023-10-25";"2024-10-24";43123;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928527";"2023-10-26";"2024-10-25";280000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928577";"2023-10-21";"2024-10-20";76590;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928579";"2023-10-21";"2024-10-20";68917;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928597";"2023-10-21";"2024-10-20";241567;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928601";"2023-10-22";"2024-05-21";24382;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928602";"2023-10-22";"2024-10-21";22225;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928635";"2023-10-22";"2024-04-21";137907;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928636";"2023-10-22";"2024-04-21";137907;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928638";"2023-10-22";"2024-04-21";137907;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928639";"2023-10-22";"2024-04-21";137907;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928645";"2023-10-23";"2024-05-22";87039;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928646";"2023-10-23";"2024-05-22";87724;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928653";"2023-10-23";"2024-05-22";85991;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928654";"2023-10-23";"2024-05-22";89628;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928658";"2023-10-23";"2024-10-22";23089;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928670";"2023-10-24";"2024-10-23";198918;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928682";"2023-10-25";"2024-07-24";54087;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928700";"2023-10-25";"2024-10-24";39700;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928703";"2023-10-25";"2024-10-24";190000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928726";"2023-10-26";"2024-10-25";12631;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928734";"2023-10-26";"2024-10-25";65000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928735";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928736";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928737";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928738";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928742";"2023-10-26";"2024-10-25";47300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928744";"2023-10-26";"2024-10-25";96090;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928766";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928767";"2023-10-26";"2024-10-25";65000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928768";"2023-10-26";"2024-10-25";20854;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928769";"2023-10-26";"2024-10-25";34865;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928775";"2023-10-27";"2024-10-26";1e+05;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928777";"2023-10-27";"2024-10-26";207600;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928785";"2023-10-27";"2024-10-26";815235;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928801";"2023-10-27";"2024-10-26";40000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928812";"2023-10-28";"2024-10-27";51000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928816";"2023-10-28";"2024-10-27";79350;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928826";"2023-10-28";"2024-10-27";418567;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928837";"2023-10-28";"2024-10-27";55555;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928844";"2023-10-28";"2024-10-27";104930;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928849";"2023-10-28";"2024-10-27";54507;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928871";"2023-10-29";"2024-10-28";385276;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928888";"2023-10-29";"2024-10-28";16395;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928890";"2023-10-29";"2024-10-28";14900;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928906";"2023-10-29";"2024-10-28";60158;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928912";"2023-10-29";"2024-10-28";151600;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928922";"2023-10-30";"2024-05-29";92995;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928929";"2023-10-30";"2024-10-29";40230;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928933";"2023-10-30";"2024-10-29";32431;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928938";"2023-10-30";"2024-10-29";511760;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928939";"2023-10-30";"2024-10-29";90300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928955";"2023-10-31";"2024-10-30";160034;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928967";"2023-10-31";"2024-05-30";88345;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928980";"2023-10-23";"2028-10-22";235281;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"928990";"2023-10-09";"2027-09-08";84500;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929044";"2023-10-23";"2028-09-22";375150;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929047";"2023-10-13";"2027-10-12";857544;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929057";"2023-10-24";"2027-09-23";83000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929058";"2023-10-24";"2027-09-23";83000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929065";"2023-10-24";"2024-10-23";5e+05;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929076";"2023-10-25";"2027-10-24";269000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929094";"2023-10-18";"2026-10-17";336247;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929125";"2023-10-25";"2028-09-24";159900;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929126";"2023-09-30";"2024-09-29";10318;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929133";"2023-10-23";"2024-10-22";47455;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929159";"2023-10-25";"2026-09-24";158401;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929160";"2023-10-25";"2026-09-24";195526;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929161";"2023-10-25";"2026-09-24";226441;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929174";"2023-10-26";"2026-10-25";856800;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929195";"2023-09-21";"2026-08-20";3051358;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929208";"2023-10-24";"2027-09-23";50188;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929211";"2023-10-16";"2026-10-15";145334;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929219";"2023-10-23";"2024-10-22";145783;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929292";"2023-10-20";"2024-10-19";135000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929298";"2023-10-30";"2028-10-29";296046;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929316";"2023-10-24";"2024-10-23";208440;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929317";"2023-10-24";"2024-10-23";205334;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929318";"2023-10-25";"2024-10-24";67800;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929326";"2023-10-31";"2024-10-30";8487;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929328";"2023-10-19";"2024-10-18";95516;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929335";"2023-10-25";"2024-10-24";355000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929336";"2023-10-26";"2024-10-25";69906;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929372";"2023-11-07";"2024-11-06";23900;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929390";"2023-10-10";"2024-10-09";5959;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929461";"2023-11-07";"2026-11-06";35180;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929465";"2023-11-09";"2026-11-08";57326;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929468";"2023-11-09";"2025-11-08";305000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929469";"2023-11-09";"2026-10-08";2e+05;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929472";"2023-11-09";"2026-11-08";46944;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929486";"2023-11-10";"2024-11-09";190532;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929491";"2023-11-01";"2024-10-31";213900;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929494";"2023-11-01";"2024-04-30";98150;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929495";"2023-11-01";"2024-05-31";31300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929496";"2023-11-01";"2024-03-31";12300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929497";"2023-11-01";"2024-04-30";24300;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929498";"2023-11-01";"2024-06-30";72000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929529";"2023-11-02";"2024-11-01";118750;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929543";"2023-11-03";"2024-11-02";658555;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929545";"2023-11-03";"2024-11-02";54350;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929562";"2023-11-03";"2024-11-02";934504;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929588";"2023-11-04";"2024-11-03";200100;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929603";"2023-11-04";"2024-11-03";41000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929611";"2023-11-04";"2024-11-03";86309;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929615";"2023-11-04";"2024-11-03";279993;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929658";"2023-11-06";"2024-11-05";484857;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929666";"2023-11-06";"2024-11-05";105971;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929675";"2023-11-06";"2024-11-05";324100;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929692";"2023-11-07";"2024-11-06";126000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929699";"2023-11-08";"2024-11-07";276782;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929707";"2023-11-08";"2024-11-07";74735;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929753";"2023-11-09";"2024-11-08";41850;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929821";"2023-11-10";"2026-10-09";721989;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929836";"2023-10-17";"2024-10-16";87368;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929859";"2023-11-02";"2024-11-01";193056;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929874";"2023-11-01";"2024-05-31";35000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929879";"2023-10-12";"2024-10-11";4899;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929889";"2023-11-03";"2024-11-02";217162;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929895";"2023-11-02";"2024-11-01";288300;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929898";"2023-10-30";"2024-10-29";242000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929913";"2023-10-31";"2024-10-30";1710000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929934";"2023-11-08";"2024-11-07";1918517;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929938";"2023-11-03";"2024-11-02";191364;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929939";"2023-11-03";"2024-11-02";214559;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929941";"2023-11-03";"2024-11-02";191364;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929942";"2023-11-03";"2024-11-02";192178;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929959";"2023-11-02";"2024-11-01";308870;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929975";"2023-11-13";"2024-06-12";2130100;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929981";"2023-11-13";"2024-06-12";3830200;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929982";"2023-11-13";"2024-06-12";88500;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"929983";"2023-11-13";"2024-06-12";1820900;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930004";"2023-11-18";"2024-11-17";36000;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930017";"2023-11-20";"2024-11-19";27067;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930049";"2023-11-07";"2026-11-06";61200;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930067";"2023-11-14";"2024-11-13";385000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930099";"2023-10-10";"2024-10-09";967;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930100";"2023-11-08";"2026-11-07";286333;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930104";"2023-11-15";"2028-10-14";271215;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930110";"2023-11-06";"2026-11-05";216090;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930140";"2023-09-28";"2026-09-27";459024;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930155";"2023-11-15";"2027-11-14";16050;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930170";"2023-11-10";"2024-10-09";222750;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930175";"2023-11-10";"2027-11-09";35366;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930176";"2023-11-10";"2027-11-09";27805;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930195";"2023-11-17";"2026-10-16";100623;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930198";"2023-11-17";"2027-10-16";150000;"Nie";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930270";"2023-11-12";"2024-11-11";32800;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930276";"2023-11-12";"2024-05-11";79490;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930294";"2023-11-13";"2024-06-12";66728;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930309";"2023-11-14";"2024-01-13";78558;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930341";"2023-11-15";"2024-11-14";48705;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930354";"2023-11-15";"2024-11-14";507580;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930362";"2023-11-16";"2024-11-15";130915;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930380";"2023-11-16";"2024-11-15";10932;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930419";"2023-11-17";"2024-11-16";399500;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930422";"2023-11-17";"2024-11-16";134900;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930431";"2023-11-17";"2024-11-16";221500;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930436";"2023-11-17";"2024-11-16";394192;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
"930437";"2023-11-17";"2024-11-16";707160;"Tak";"";"";"";"Nieznane województwo";"Polska";"2";NA;"brak danych";"brak danych";"0";1;0;NA
