Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2;Nr_Wojewodztwa
12801;29.01.2021;28.01.2022;250000;TAK;Miedziana 10;59-300;Lubin;Dolnośląskie;Polska;1,2;NA;51.40293965;16.16985833765987;1;0;1;
12802;26.01.2021;25.01.2022;1050000;TAK;Leśna 11;84-208;Leśno;Pomorskie;Polska;1,2;NA;50.0153889;18.902634507415137;1;0;10;
12803;28.02.2021;27.02.2022;310000;TAK;Wichrowe Wzgórze 27;61-697;Poznań;Wielkopolskie;Polska;1,2;NA;52.440127700000005;16.931314264896727;1;0;12;
12804;30.01.2021;29.01.2022;170000;TAK;Nowa Skwierzynka 1;66-440;Skwierzyna;Lubuskie;Polska;1,2;NA;52.6016089;15.5272249;1;0;4;
12805;29.01.2021;28.01.2022;2,00E+05;TAK;Artylerzystów 21;88-190;Barcin;Kujawsko-Pomorskie;Polska;1,2;NA;52.85346395;17.947497751575305;1;0;2;
12806;27.01.2021;26.01.2022;80000;TAK;Smocza 3;01-012;Warszawa;Mazowieckie;Polska;1,2;NA;52.2429857;20.9867994;1;0;5;
12807;01.02.2021;31.01.2022;345000;TAK;Adama Mickiewicza 56a;17-120;Brańsk;Podlaskie;Polska;1,2;NA;52.7521084;22.831554984822287;1;0;9;
12808;08.05.2021;07.05.2022;350000;TAK;Kolorowa 2a;80-180;Gdańsk;Pomorskie;Polska;1,2;NA;54.315631499999995;18.60265642659214;1;0;10;
12809;27.01.2021;26.01.2022;670000;TAK;Juliana Konstantego Ordona 12E;01-237;Warszawa;Mazowieckie;Polska;1,2;NA;52.225534;20.951491;1;1;5;
12810;26.01.2021;25.01.2022;230000;TAK;Zofii Kossak-Szatkowskiej 14;43-400;Cieszyn;Śląskie;Polska;1,2;NA;49.745285800000005;18.652335390118864;1;0;15;
12811;17.06.2021;16.06.2022;275000;TAK;Gdańska 10;84-230;Rumia;Pomorskie;Polska;1,2;NA;54.560875949999996;18.409455385113695;1;0;10;
12812;17.06.2021;16.06.2022;250000;TAK;Kleeberga Franciszka 7;71-295;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4400666;14.4924679;1;0;13;
12813;21.07.2021;20.07.2022;520000;TAK;Szkolna 4A;55-093;Kiełczów;Dolnośląskie;Polska;1,2;NA;51.139051;17.176620;1;1;1;
12814;19.06.2021;18.06.2022;195000;TAK;Ogrody 7;85-870;Bydgoszcz;Kujawsko-Pomorskie;Polska;1,2;NA;53.1138996;18.032409;1;0;2;
12815;20.06.2021;19.06.2022;3,00E+05;TAK;Prusa 5;57-250;Złoty Stok;Dolnośląskie;Polska;1,2;NA;50.45521895;16.882378335147195;1;0;1;
12816;29.01.2021;28.01.2022;2,00E+05;TAK;Aleja Rzeczypospolitej 24e;02-972;Warszawa;Mazowieckie;Polska;1,2;NA;52.1684264;21.06906414392835;1;0;5;
12817;25.05.2021;24.05.2022;350000;TAK;Os. Oświecenia 4;31-635;Kraków;Małopolskie;Polska;1,2;NA;50.0897729;19.9953097;1;0;6;
12818;20.06.2021;19.06.2022;310000;TAK;1 Sierpnia 37;02-340;Warszawa;Mazowieckie;Polska;1,2;NA;52.1934648;20.97043823021234;1;0;5;
12819;13.03.2021;12.03.2022;320000;TAK;Bolesława Śmiałego 26;60-682;Poznań;Wielkopolskie;Polska;1,2;NA;52.23066;16.83167;1;0;12;
12820;17.06.2021;16.06.2022;190000;TAK;Perłowa 2;80-024;Gdańsk;Pomorskie;Polska;1,2;NA;54.329059;18.62702992580603;1;0;10;
12821;16.06.2021;15.06.2022;330000;TAK;Spokojna 18;44-264;Jankowice;Śląskie;Polska;1,2;NA;50.03635715;18.574692904006234;1;0;15;
12822;20.06.2021;19.06.2022;173000;TAK;Towarowa 13;11-700;Mrągowo;Warmińsko-Mazurskie;Polska;1,2;NA;53.858490;21.288831;1;1;11;
12823;17.06.2021;16.06.2022;320000;TAK;Malinowa 16;63-900;Sierakowo;Wielkopolskie;Polska;1,2;NA;51.615023199999996;16.85637001687207;1;0;12;
12824;18.06.2021;17.06.2022;630000;TAK;Jordanowicka 30;05-827;Grodzisk Mazowiecki;Mazowieckie;Polska;1,2;NA;52.11077115;20.657624240729568;1;0;5;
12825;27.01.2021;26.01.2022;360000;TAK;Karola Kurpińskiego 10;60-681;Poznań;Wielkopolskie;Polska;1,2;NA;52.4499602;16.913188;1;0;12;
12826;03.02.2021;02.02.2022;620000;TAK;Staszica 13A;64-904;Biała;Wielkopolskie;Polska;1,2;NA;53.0484769;16.5459126;1;0;12;
12827;25.05.2021;24.05.2022;330000;TAK;Słoneczny Stok 8;32-091;Młodziejowice;Małopolskie;Polska;1,2;NA;50.1460144;19.9952425;1;0;6;
12828;25.06.2021;24.06.2022;70000;TAK;Zamkowa 48b;95-200;Pabianice;Łódzkie;Polska;1,2;NA;51.664597900000004;19.342794627212378;1;0;14;
12829;20.06.2021;19.06.2022;280000;TAK;Górczewska 92;01-117;Warszawa;Mazowieckie;Polska;1,2;NA;52.239498;20.94390168705704;1;0;5;
12830;19.06.2021;18.06.2022;255000;TAK;Myśliwska 4;71-662;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4496388;14.5609992;1;0;13;
12831;19.06.2021;18.06.2022;175000;TAK;Przyszłości 27a;70-893;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.3590956;14.7447294;1;0;13;
12832;09.02.2021;08.02.2022;153000;TAK;Jana Kochanowskiego 12;66-400;Gorzów Wielkopolski;Lubuskie;Polska;1,2;NA;52.7400634;15.2207017;1;0;4;
12833;16.02.2021;15.02.2022;2,00E+05;TAK;Kaskadowa 11;20-819;Lublin;Lubelskie;Polska;1,2;NA;51.26585455;22.52453192656914;1;0;3;
12834;27.01.2021;26.01.2022;260000;TAK;Lutniowa 25;02-388;Warszawa;Mazowieckie;Polska;1,2;NA;52.1992414;20.964105163061223;1;0;5;
12835;27.01.2021;26.01.2022;225000;TAK;Mikołaja Kopernika 11;26-300;Opoczno;Świętokrzyskie;Polska;1,2;NA;51.3803146;20.273810354994573;1;0;16;
12836;21.05.2021;20.05.2022;440000;TAK;Ogrodowa 1;58-152;Rogoźnica;Dolnośląskie;Polska;1,2;NA;51.0092919;16.2875233;1;0;1;
12837;14.06.2021;13.06.2022;440000;TAK;Malborska 13;60-453;Poznań;Wielkopolskie;Polska;1,2;NA;52.4344027;16.8204925;1;0;12;
12838;19.06.2021;18.06.2022;230000;TAK;Bolesława Krupińskiego 107;59-300;Lubin;Dolnośląskie;Polska;1,2;NA;51.4065606;16.1700619;1;0;1;
12839;17.06.2021;16.06.2022;2,00E+05;TAK;Książąt Opolskich 23;45-005;Opole;Opolskie;Polska;1,2;NA;50.671656299999995;17.919384764409337;1;0;7;
12840;27.01.2021;26.01.2022;410000;TAK;Wałowa 65;39-310;Radomyśl Wielki;Podkarpackie;Polska;1,2;NA;50.1946796;21.258456645094064;1;0;8;
12841;15.05.2021;14.05.2022;330000;TAK;Rostocka 117;71-771;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4704406;14.5487865;1;0;13;
12842;27.01.2021;26.01.2022;210000;TAK;Franciszkańska 53;40-728;Katowice;Śląskie;Polska;1,2;NA;50.228084550000005;18.968912428245307;1;0;15;
12843;18.06.2021;17.06.2022;3,00E+05;TAK;Gliwicka 21b;44-145;Stanica;Śląskie;Polska;1,2;NA;50.2039794;18.50679164388496;1;0;15;
12844;30.01.2021;29.01.2022;450000;TAK;Stojewsko 152;29-105;Stojewsko;Świętokrzyskie;Polska;1,2;NA;50.9111946;20.1488937;3;0;16;
12845;27.01.2021;26.01.2022;713000;TAK;Macierzanki 18;71-499;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.47672525;14.51464226974015;1;0;13;
12846;01.02.2021;31.01.2022;384780;TAK;Górczewska 226c;01-460;Warszawa;Mazowieckie;Polska;1,2;NA;52.24087655;20.900158473923895;1;0;5;
12847;01.02.2021;31.01.2022;505000;TAK;Izabelińska 83c;05-082;Stare Babice;Mazowieckie;Polska;1,2;NA;52.27023035;20.829976006820633;1;0;5;
12848;11.05.2021;10.05.2022;190000;TAK;Katowicka 1b;41-710;Ruda Śląska;Śląskie;Polska;1,2;NA;50.270292;18.863944622252138;1;0;15;
12849;27.01.2021;26.01.2022;150000;TAK;Parkowa 6;20-302;Lublin;Lubelskie;Polska;1,2;NA;52.025435349999995;23.13121440402174;1;0;3;
12850;10.05.2021;09.05.2022;250000;TAK;Przemyśl 10;64-410;Przemyśl;Wielkopolskie;Polska;1,2;NA;52.6066538;16.087695;3;0;12;
12851;26.06.2021;25.06.2022;450000;TAK;Pamiątkowa 27;62-070;Gołuski;Wielkopolskie;Polska;1,2;NA;52.3656864;16.74860841771401;1;0;12;
12852;13.03.2021;12.03.2022;280000;TAK;Kolista 41;43-316;Bielsko-Biała;Śląskie;Polska;1,2;NA;49.80201385;19.0253650930663;1;0;15;
12853;01.02.2021;31.01.2022;5,00E+05;TAK;Słowicza 53;71-690;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.456305799999996;14.566265321131638;1;0;13;
12854;01.02.2021;31.01.2022;3,00E+05;TAK;Akacjowa 7;71-253;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.451598000000004;14.508438393686868;1;0;13;
12855;09.02.2021;08.02.2022;150000;TAK;Wodociągowa 22b;78-400;Szczecinek;Zachodniopomorskie;Polska;1,2;NA;53.71166;16.7022;1;0;13;
12856;29.01.2021;28.01.2022;250000;TAK;Adama Mickiewicza 19a;07-100;Węgrów;Mazowieckie;Polska;1,2;NA;52.3943685;22.020385288386727;1;0;5;
12857;15.06.2021;14.06.2022;427968;TAK;Smętna 11a;31-343;Kraków;Małopolskie;Polska;1,2;NA;50.09318475;19.885967155833335;1;0;6;
12858;27.01.2021;26.01.2022;260000;TAK;Daniszewska 34;03-230;Warszawa;Mazowieckie;Polska;1,2;NA;52.31227905;21.029458220770344;1;0;5;
12859;01.02.2021;31.01.2022;320000;TAK;Sanie 4b;95-070;Sanie;Łódzkie;Polska;1,2;NA;51.8147685;19.2431977;3;0;14;
12860;03.02.2021;02.02.2022;8,00E+05;TAK;Adama Branickiego 21a;02-972;Warszawa;Mazowieckie;Polska;1,2;NA;52.15404;21.0738861;1;0;5;
12861;03.04.2021;02.04.2022;220000;TAK;Chorzowska 3;44-100;Gliwice;Śląskie;Polska;1,2;NA;50.297819399999995;18.69465189137575;1;0;15;
12862;17.06.2021;16.06.2022;180000;TAK;Konopnickiej 14;22-400;Zamość;Lubelskie;Polska;1,2;NA;50.71314925;23.272326861574587;1;0;3;
12863;06.06.2021;05.06.2022;240000;TAK;Raszyńska 58;02-033;Warszawa;Mazowieckie;Polska;1,2;NA;52.217013449999996;20.987815268415314;1;0;5;
12864;19.06.2021;18.06.2022;275000;TAK;Fabryczna 1;77-140;Kołczygłowy;Zachodniopomorskie;Polska;1,2;NA;54.2385583;17.2315985;1;0;13;
12865;14.07.2021;13.07.2022;70000;TAK;Al. Niepodległości 159;02-555;Warszawa;Mazowieckie;Polska;1,2;NA;52.2062949;21.0083293;1;0;5;
12866;15.06.2021;14.06.2022;350000;TAK;Rybojadzka 14;60-443;Poznań;Wielkopolskie;Polska;1,2;NA;52.4348443;16.8252632;1;0;12;
12867;20.06.2021;19.06.2022;205000;TAK;Orla 10;58-560;Jelenia Góra;Dolnośląskie;Polska;1,2;NA;50.864272;15.65893047596602;1;0;1;
12868;07.02.2021;06.02.2022;220000;TAK;Cicha 5;13-230;Lidzbark;Warmińsko-Mazurskie;Polska;1,2;NA;53.26615;19.82256;1;0;11;
12869;28.01.2021;27.01.2022;8,00E+05;TAK;Aleja Jana Rodowicza Anody 22A;02-786;Warszawa;Mazowieckie;Polska;1,2;NA;52.158249299999994;21.040474500866345;1;0;5;
12870;19.06.2021;18.06.2022;340000;TAK;Myśliborska 91;03-185;Warszawa;Mazowieckie;Polska;1,2;NA;52.31839645;20.958071683399872;1;0;5;
12871;28.01.2021;27.01.2022;215000;TAK;Ząbkowska 40;03-735;Warszawa;Mazowieckie;Polska;1,2;NA;52.25422775;21.046365844531444;1;0;5;
12872;03.02.2021;02.02.2022;310000;TAK;Skłodowskiej-Curie 6;63-100;Śrem;Wielkopolskie;Polska;1,2;NA;52.086616899999996;16.99663591868039;1;0;12;
12873;09.05.2021;08.05.2022;564000;TAK;Słupska 2;84-230;Rumia;Pomorskie;Polska;1,2;NA;54.561544749999996;18.40501614300502;1;0;10;
12874;29.01.2021;28.01.2022;270000;TAK;Jana Henryka Dąbrowskiego 132;60-577;Poznań;Wielkopolskie;Polska;1,2;NA;52.4155174;16.889641450315928;1;0;12;
12875;03.02.2021;02.02.2022;967000;TAK;Tadeusza Korsaka 6;03-744;Warszawa;Mazowieckie;Polska;1,2;NA;52.25482495;21.05084337209113;1;0;5;
12876;01.07.2021;30.06.2022;5,00E+05;TAK;Kromarki 3;11-200;Kromarki;Warmińsko-Mazurskie;Polska;1,2;NA;54.33097;20.78628;3;0;11;
12877;01.07.2021;30.06.2022;520000;TAK;Włodarzewska 59f;02-384;Warszawa;Mazowieckie;Polska;1,2;NA;52.2000314;20.95505185526705;1;0;5;
12878;02.02.2021;01.02.2022;1,00E+05;TAK;Jana III Sobieskiego 42;86-300;Grudziądz;Kujawsko-Pomorskie;Polska;1,2;NA;53.4567051;18.717429428708115;1;0;2;
12879;17.06.2021;16.06.2022;228000;TAK;Budziszyńska 29;54-434;Wrocław;Dolnośląskie;Polska;1,2;NA;51.1137106;16.9614528;1;0;1;
12880;01.02.2021;31.01.2022;390000;TAK;Avia 1;31-877;Kraków;Małopolskie;Polska;1,2;NA;50.0809304;20.0041173;1;0;6;
12881;20.06.2021;19.06.2022;3,00E+05;TAK;Tęczowe Ogrody 25;72-005;Warzymice;Zachodniopomorskie;Polska;1,2;NA;53.38869;14.4770484;1;0;13;
12882;22.06.2021;21.06.2022;140000;TAK;Henryka Rutkowskiego 3;42-500;Będzin;Śląskie;Polska;1,2;NA;50.320046399999995;19.10931696392575;1;0;15;
12883;21.06.2021;20.06.2022;3,00E+05;TAK; 7A;14-107;Gierzwałd;Warmińsko-Mazurskie;Polska;1,2;NA;53.543237;20.087466;1;1;11;
12884;12.06.2021;11.06.2022;6,00E+05;TAK;Aleja Wilanowska 364b;02-665;Warszawa;Mazowieckie;Polska;1,2;NA;52.1803087;21.0179142;1;0;5;
12885;26.05.2021;25.05.2022;808000;TAK;Jutrzenki 74c;52-311;Wrocław;Dolnośląskie;Polska;1,2;NA;51.0733505;16.978894;1;0;1;
12886;08.02.2021;07.02.2022;180000;TAK;29 Października 13;86-302;Nowa Wieś;Kujawsko-Pomorskie;Polska;1,2;NA;53.51317105;18.778259911587185;1;0;2;
12887;20.06.2021;19.06.2022;4,00E+05;TAK;Wodociągowa 1;66-200;Świebodzin;Lubuskie;Polska;1,2;NA;52.2492819;15.515282561483104;1;0;4;
12888;15.05.2021;14.05.2022;220000;TAK;Kolejowa 3;05-500;Żabieniec;Mazowieckie;Polska;1,2;NA;52.0517491;21.064824561879725;1;0;5;
12889;23.07.2021;22.07.2022;180000;TAK;Harkabuz 29c;34-721;Harkabuz;Małopolskie;Polska;1,2;NA;49.5413057;19.8410848;3;0;6;
12890;19.06.2021;18.06.2022;3,00E+05;TAK;Ogrodowa 1a;49-100;Grabin;Opolskie;Polska;1,2;NA;50.595464899999996;17.527486245509625;1;0;7;
12891;13.05.2021;12.05.2022;540000;TAK;Lebiodowa 9h;04-674;Warszawa;Mazowieckie;Polska;1,2;NA;52.207504099999994;21.135780240688263;1;0;5;
12892;01.02.2021;31.01.2022;160000;TAK;Lubiechnia Wielka 55;69-110;Lubiechnia Wielka;Lubuskie;Polska;1,2;NA;52.38968695;14.811473598245847;3;0;4;
12893;17.06.2021;16.06.2022;205000;TAK;Pl. Grunwaldzki 11;41-902;Bytom;Śląskie;Polska;1,2;NA;50.3473843;18.92527912187513;1;0;15;
12894;20.06.2021;19.06.2022;4,00E+05;TAK;Mszczonowska 19;96-330;Puszcza Mariańska;Łódzkie;Polska;1,2;NA;51.974346;20.355530;1;1;14;
12895;28.01.2021;27.01.2022;65000;TAK;Łukasza Wallisa 20;41-902;Bytom;Śląskie;Polska;1,2;NA;50.348713000000004;18.89960506170121;1;0;15;
12896;28.01.2021;27.01.2022;150000;TAK;Łużyckie 37;66-200;Świebodzin;Lubuskie;Polska;1,2;NA;52.24121285;15.537529750000001;1;0;4;
12897;06.02.2021;05.02.2022;180000;TAK;Marii Konopnickiej 24;42-506;Będzin;Śląskie;Polska;1,2;NA;50.3560447;19.080255700000002;1;0;15;
12898;04.02.2021;03.02.2022;550000;TAK;Os. Tygrysie 17A;62-023;Dachowa;Wielkopolskie;Polska;1,2;NA;52.2967205;17.0922968;1;0;12;
12899;08.03.2021;07.03.2022;250000;TAK;Wrzeciono 2;01-961;Warszawa;Mazowieckie;Polska;1,2;NA;52.2880404;20.9416738;1;0;5;
12900;05.02.2021;04.02.2022;170000;TAK;Spytkowice 241;34-745;Spytkowice;Małopolskie;Polska;1,2;NA;49.57345245;19.784547404197696;3;0;6;
12901;05.02.2021;04.02.2022;4,00E+05;TAK;Spokojna 13;86-065;Łochowice;Kujawsko-Pomorskie;Polska;1,2;NA;53.131876950000006;17.805499946962897;1;0;2;
12902;16.02.2021;15.02.2022;326500;TAK;Osiedle Kalinowe 18B;62-090;Rokietnica;Wielkopolskie;Polska;1,2;NA;52.50357;16.74287;1;0;12;
12903;29.01.2021;28.01.2022;270000;TAK;Ziemniaczana 25;70-787;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.3721665;14.6699761;1;0;13;
12904;30.01.2021;29.01.2022;4,00E+05;TAK;Sękocińska 11;02-313;Warszawa;Mazowieckie;Polska;1,2;NA;52.2204011;20.9780332;1;0;5;
12905;19.02.2021;18.02.2022;380000;TAK;Rolna 33;61-491;Poznań;Wielkopolskie;Polska;1,2;NA;52.3810492;16.9169667;1;0;12;
12906;03.02.2021;02.02.2022;310000;TAK;Saperska 95;61-493;Poznań;Wielkopolskie;Polska;1,2;NA;52.37735585;16.916976398778626;1;0;12;
12907;22.06.2021;21.06.2022;630000;TAK;Sadowa 10;81-640;Gdynia;Pomorskie;Polska;1,2;NA;54.49349985;18.511684746739746;1;0;10;
12908;28.01.2021;27.01.2022;326000;TAK;Kręta 3;62-066;Granowo;Wielkopolskie;Polska;1,2;NA;52.223434049999994;16.532039600811636;1;0;12;
12909;01.02.2021;31.01.2022;420000;TAK;Sarnowo 75;13-124;Sarnowo;Warmińsko-Mazurskie;Polska;1,2;NA;53.264369;20.27644872471282;3;0;11;
12910;19.06.2021;18.06.2022;1,00E+05;TAK;Ogrodowa 4;44-238;Czerwionka-Leszczyny;Śląskie;Polska;1,2;NA;50.1419239;18.6287384;1;0;15;
12911;27.07.2021;26.07.2022;7,00E+05;TAK;Raduńska 44;80-021;Gdańsk;Pomorskie;Polska;1,2;NA;54.3234134;18.630366181158237;1;0;10;
12912;12.02.2021;11.02.2022;370000;TAK;Partyzantów 9;43-438;Brenna;Śląskie;Polska;1,2;NA;49.7217682;18.9259219;1;0;15;
12913;18.03.2021;17.03.2022;325000;TAK;Waplewo 71;11-015;Waplewo;Warmińsko-Mazurskie;Polska;1,2;NA;53.50549;20.33313;3;0;11;
12914;01.06.2021;31.05.2022;270000;TAK;Krakowska 24a;97-570;Przedbórz;Łódzkie;Polska;1,2;NA;51.08431065;19.873063261326706;1;0;14;
12915;20.06.2021;19.06.2022;160000;TAK;Chylońska 255;81-016;Gdynia;Pomorskie;Polska;1,2;NA;54.54737065;18.441080549071444;1;0;10;
12916;01.03.2021;28.02.2022;190450;TAK;Batalionów Chłopskich 33;66-400;Gorzów Wielkopolski;Lubuskie;Polska;1,2;NA;52.7638453;15.2674062;1;0;4;
12917;22.06.2021;21.06.2022;120000;TAK;Narutowicza 3;74-200;Pyrzyce;Zachodniopomorskie;Polska;1,2;NA;53.147634350000004;14.891506069614326;1;0;13;
12918;21.06.2021;20.06.2022;401659;TAK;OLBRACHTA JANA 6;95-070;Aleksandrów Łódzki;Łódzkie;Polska;1,2;NA;51.8261411;19.32208876698508;1;0;14;
12919;21.06.2021;20.06.2022;260000;TAK;Dworcowa 51;10-437;Olsztyn;Warmińsko-Mazurskie;Polska;1,2;NA;53.7697213;20.5022290699809;1;0;11;
12920;31.01.2021;30.01.2022;170000;TAK;Świetlików 8;01-389;Warszawa;Mazowieckie;Polska;1,2;NA;52.2284991;20.9120145;1;0;5;
12921;30.01.2021;29.01.2022;160000;TAK;Stanisława Herbsta 4;02-784;Warszawa;Mazowieckie;Polska;1,2;NA;52.1545572;21.0312448;1;0;5;
12922;01.02.2021;31.01.2022;4,00E+05;TAK;Lipniki 1a;08-450;Lipniki;Mazowieckie;Polska;1,2;NA;51.7827789;21.53073061694825;3;0;5;
12923;27.03.2021;26.03.2022;50000;TAK;Ksawerego Bronikowskiego 1;02-796;Warszawa;Mazowieckie;Polska;1,2;NA;52.1325769;21.0686243;1;0;5;
12924;06.02.2021;05.02.2022;270000;TAK;Sudół 49;27-400;Sudół;Świętokrzyskie;Polska;1,2;NA;50.9676505;21.4535349;3;0;16;
12925;22.06.2021;21.06.2022;160000;TAK;Al. Niepodległości 79;43-100;Tychy;Śląskie;Polska;1,2;NA;50.112473;19.0020799;1;0;15;
12926;19.06.2021;18.06.2022;145000;TAK;Czereśniowa 4;66-470;Kostrzyn nad Odrą;Lubuskie;Polska;1,2;NA;52.60031935;14.638021685002943;1;0;4;
12927;22.02.2021;21.02.2022;296000;TAK;Leona Petrażyckiego 77C;30-399;Kraków;Małopolskie;Polska;1,2;NA;49.9801928;19.878199583282104;1;0;6;
12928;18.06.2021;17.06.2022;220000;TAK;Ceglana 1;34-325;Łodygowice;Małopolskie;Polska;1,2;NA;49.716102500000005;19.13811015;1;0;6;
12929;21.06.2021;20.06.2022;825000;TAK;Różana 1;55-050;Sobótka;Dolnośląskie;Polska;1,2;NA;50.891914;16.702270;1;1;1;
12930;15.06.2021;14.06.2022;380000;TAK;Osiedle Władysława Zamoyskiego 3;62-020;Zalasewo;Wielkopolskie;Polska;1,2;NA;52.3888666;17.065270829219408;1;0;12;
12931;06.02.2021;05.02.2022;190000;TAK;Barlickiego 69;42-506;Będzin;Śląskie;Polska;1,2;NA;50.3514885;19.080901750000002;1;0;15;
12932;28.02.2021;27.02.2022;220000;TAK;Macieja Rataja 68;37-710;Żurawica;Podkarpackie;Polska;1,2;NA;49.8230238;22.76751467434741;1;0;8;
12933;29.01.2021;28.01.2022;510000;TAK;Jana Kilińskiego 5c;80-452;Gdańsk;Pomorskie;Polska;1,2;NA;54.38342935;18.60898358054188;1;0;10;
12934;01.02.2021;31.01.2022;110000;TAK;Połczyńska 2D;78-400;Szczecinek;Zachodniopomorskie;Polska;1,2;NA;53.72045;16.66849;1;0;13;
12935;11.07.2021;10.07.2022;70000;TAK;Odrowążów 77;44-103;Gliwice;Śląskie;Polska;1,2;NA;50.294144;18.727652;1;1;15;
12936;19.06.2021;18.06.2022;150000;TAK;Os. 1 Maja 2;97-400;Bełchatów;Łódzkie;Polska;1,2;NA;51.365347;19.37935457139778;1;0;14;
12937;13.05.2021;12.05.2022;203000;TAK;Jana Kiepury 11;58-506;Jelenia Góra;Dolnośląskie;Polska;1,2;NA;50.9173164;15.750816644760807;1;0;1;
12938;03.02.2021;02.02.2022;520000;TAK;Graniczna 125;32-087;Bibice;Małopolskie;Polska;1,2;NA;50.1484306;19.9572288;1;0;6;
12939;01.02.2021;31.01.2022;230000;TAK;Szymanowskiego 11;42-217;Częstochowa;Śląskie;Polska;1,2;NA;50.810779600000004;19.107000399436696;1;0;15;
12940;29.01.2021;28.01.2022;195000;TAK;Stawowa 41E;28-100;Busko-Zdrój;Świętokrzyskie;Polska;1,2;NA;50.4768024;20.724969614872805;1;0;16;
12941;29.01.2021;28.01.2022;320000;TAK;Marii 17;05-803;Pruszków;Mazowieckie;Polska;1,2;NA;52.1540129;20.81147;1;0;5;
12942;11.05.2021;10.05.2022;420000;TAK;Polna 54;00-644;Warszawa;Mazowieckie;Polska;1,2;NA;52.2198332;21.0130206;1;0;5;
12943;31.05.2021;30.05.2022;260000;TAK;Milicka 16;55-094;Łozina;Dolnośląskie;Polska;1,2;NA;51.2347058;17.1817985;1;0;1;
12944;15.05.2021;14.05.2022;725000;TAK;Aleja Kalin 40;05-500;Piaseczno;Mazowieckie;Polska;1,2;NA;52.061508;21.032148;1;1;5;
12945;21.06.2021;20.06.2022;450000;TAK;Magnoliowa 20;81-198;Mosty;Pomorskie;Polska;1,2;NA;54.61898515;18.492205529312812;1;0;10;
12946;23.06.2021;22.06.2022;1200000;TAK;Zabawa 221;32-020;Zabawa;Małopolskie;Polska;1,2;NA;49.99829525;20.08869563638159;3;0;6;
12947;21.05.2021;20.05.2022;170000;TAK;Radziwiłłów 4;63-410;Radziwiłłów;Wielkopolskie;Polska;1,2;NA;51.62457;17.71205;3;0;12;
12948;29.01.2021;28.01.2022;160000;TAK;Tysiąclecia 1A;63-720;Koźmin Wielkopolski;Wielkopolskie;Polska;1,2;NA;51.83155;17.44589;1;0;12;
12949;15.02.2021;14.02.2022;260000;TAK;Książnice Wielkie 61;32-130;Książnice Wielkie;Małopolskie;Polska;1,2;NA;50.164822400000006;20.5264445;3;0;6;
12950;15.06.2021;14.06.2022;2,00E+05;TAK;Sikorskiego 172;84-200;Wejherowo;Pomorskie;Polska;1,2;NA;54.601187350000004;18.28299101764963;1;0;10;
12951;22.06.2021;21.06.2022;180000;TAK;Długa 26;14-500;Braniewo;Warmińsko-Mazurskie;Polska;1,2;NA;54.38522195;19.805879130854983;1;0;11;
12952;01.06.2021;31.05.2022;140000;TAK;Os. Kasprusie 4;34-500;Zakopane;Małopolskie;Polska;1,2;NA;49.29224365;19.94714199330707;1;0;6;
12953;01.02.2021;31.01.2022;420000;TAK;Adamowo 45;62-541;Adamowo;Wielkopolskie;Polska;1,2;NA;52.4496804;18.0375083;3;0;12;
12954;23.05.2021;22.05.2022;390000;TAK;Powstańców 45 a;05-091;Ząbki;Mazowieckie;Polska;1,2;NA;52.2814343;21.139019437704142;1;0;5;
12955;05.08.2021;04.08.2022;2,00E+05;TAK;Zacisze 10a;95-100;Zgierz;Łódzkie;Polska;1,2;NA;51.868716000000006;19.429409050000004;1;0;14;
12956;01.02.2021;31.01.2022;460000;TAK;Skierniewicka 34;01-230;Warszawa;Mazowieckie;Polska;1,2;NA;52.2332239;20.9693632;1;0;5;
12957;31.01.2021;30.01.2022;210000;TAK;Domaniewska 22;02-672;Warszawa;Mazowieckie;Polska;1,2;NA;52.1837484;21.0166768;1;0;5;
12958;01.06.2021;31.05.2022;170000;TAK;Żołnierza Polskiego 7;41-902;Bytom;Śląskie;Polska;1,2;NA;50.3496358;18.92406295323225;1;0;15;
12959;16.05.2021;15.05.2022;790000;TAK;Jarzębinowa 20;62-007;Promienko;Wielkopolskie;Polska;1,2;NA;52.46173305;17.21181544808296;1;0;12;
12960;01.03.2021;28.02.2022;210000;TAK;Warcisława IV 9c;78-400;Szczecinek;Zachodniopomorskie;Polska;1,2;NA;53.69998;16.69986;1;0;13;
12961;22.06.2021;21.06.2022;577000;TAK;Gen. Roweckiego Stefana Grota 47;52-218;Wrocław;Dolnośląskie;Polska;1,2;NA;51.0653523;17.031875217105263;1;0;1;
12962;29.01.2021;28.01.2022;450000;TAK;Żorska 37a;61-345;Poznań;Wielkopolskie;Polska;1,2;NA;52.3540831;16.929688281946287;1;0;12;
